horizon,rmse,mae,r2,persistence_rmse
24,19.87982596960381,15.834510705992964,0.6561331150787888,23.458304772155053
48,27.35431203354678,21.83357228562108,0.3760388893351352,31.256298826492007
72,29.07011290113645,23.17862567803328,0.29720291069399485,34.4761531312408
